Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age Group,c19_deaths,pneu_deaths,flu_deaths,pne_or_flu_deaths,pne_flu_c19_deaths,total_deaths
04/05/2020,04/11/2020,2020,15,04/11/2020,By Week,Week-ending,New York City,18-64 years,"1,251",491,128,619,"1,305","1,742"
04/05/2020,04/11/2020,2020,15,04/11/2020,By Week,Week-ending,New York City,65 years and over,"3,773","1,771",201,"1,972","4,023","6,273"
04/12/2020,04/18/2020,2020,16,04/18/2020,By Week,Week-ending,New York City,All Ages,"4,087","1,730",170,"1,900","4,236","6,096"
04/12/2020,04/18/2020,2020,16,04/18/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
04/12/2020,04/18/2020,2020,16,04/18/2020,By Week,Week-ending,New York City,18-64 years,924,382,56,438,952,"1,275"
04/12/2020,04/18/2020,2020,16,04/18/2020,By Week,Week-ending,New York City,65 years and over,"3,163","1,348",114,"1,462","3,284","4,816"
04/19/2020,04/25/2020,2020,17,04/25/2020,By Week,Week-ending,New York City,All Ages,"2,743","1,227",75,"1,302","2,857","4,178"
04/19/2020,04/25/2020,2020,17,04/25/2020,By Week,Week-ending,New York City,0-17 years,,,,,,
04/19/2020,04/25/2020,2020,17,04/25/2020,By Week,Week-ending,New York City,18-64 years,650,270,28,298,671,939
04/19/2020,04/25/2020,2020,17,04/25/2020,By Week,Week-ending,New York City,65 years and over,"2,092",956,46,"1,002","2,183","3,230"
04/26/2020,05/02/2020,2020,18,05/02/2020,By Week,Week-ending,New York City,All Ages,"1,804",826,12,838,"1,904","2,949"
04/26/2020,05/02/2020,2020,18,05/02/2020,By Week,Week-ending,New York City,0-17 years,,0,0,0,,12
04/26/2020,05/02/2020,2020,18,05/02/2020,By Week,Week-ending,New York City,18-64 years,450,177,,182,469,710
04/26/2020,05/02/2020,2020,18,05/02/2020,By Week,Week-ending,New York City,65 years and over,"1,352",649,,656,"1,433","2,227"
05/03/2020,05/09/2020,2020,19,05/09/2020,By Week,Week-ending,New York City,All Ages,"1,108",524,,525,"1,187","2,141"
05/03/2020,05/09/2020,2020,19,05/09/2020,By Week,Week-ending,New York City,0-17 years,,0,0,0,,
05/03/2020,05/09/2020,2020,19,05/09/2020,By Week,Week-ending,New York City,18-64 years,281,128,,129,300,567
05/03/2020,05/09/2020,2020,19,05/09/2020,By Week,Week-ending,New York City,65 years and over,825,396,0,396,885,"1,566"
05/10/2020,05/16/2020,2020,20,05/16/2020,By Week,Week-ending,New York City,All Ages,651,325,0,325,716,"1,649"
05/10/2020,05/16/2020,2020,20,05/16/2020,By Week,Week-ending,New York City,0-17 years,,0,0,0,,13
05/10/2020,05/16/2020,2020,20,05/16/2020,By Week,Week-ending,New York City,18-64 years,181,92,0,92,200,442
05/10/2020,05/16/2020,2020,20,05/16/2020,By Week,Week-ending,New York City,65 years and over,469,233,0,233,515,"1,194"
05/17/2020,05/23/2020,2020,21,05/23/2020,By Week,Week-ending,New York City,All Ages,426,216,,217,485,"1,356"
05/17/2020,05/23/2020,2020,21,05/23/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,10
05/17/2020,05/23/2020,2020,21,05/23/2020,By Week,Week-ending,New York City,18-64 years,110,50,,51,121,417
05/17/2020,05/23/2020,2020,21,05/23/2020,By Week,Week-ending,New York City,65 years and over,316,166,0,166,364,929
05/24/2020,05/30/2020,2020,22,05/30/2020,By Week,Week-ending,New York City,All Ages,285,151,0,151,334,"1,174"
05/24/2020,05/30/2020,2020,22,05/30/2020,By Week,Week-ending,New York City,0-17 years,,0,0,0,,
05/24/2020,05/30/2020,2020,22,05/30/2020,By Week,Week-ending,New York City,18-64 years,75,41,0,41,84,329
05/24/2020,05/30/2020,2020,22,05/30/2020,By Week,Week-ending,New York City,65 years and over,209,110,0,110,249,836
05/31/2020,06/06/2020,2020,23,06/06/2020,By Week,Week-ending,New York City,All Ages,207,138,0,138,263,"1,136"
05/31/2020,06/06/2020,2020,23,06/06/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,12
05/31/2020,06/06/2020,2020,23,06/06/2020,By Week,Week-ending,New York City,18-64 years,55,37,0,37,65,318
05/31/2020,06/06/2020,2020,23,06/06/2020,By Week,Week-ending,New York City,65 years and over,152,101,0,101,198,806
06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New York City,All Ages,152,117,,118,218,"1,099"
06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,14
06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New York City,18-64 years,44,29,,30,57,316
06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New York City,65 years and over,108,88,0,88,161,769
06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,New York City,All Ages,97,102,0,102,162,"1,006"
06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,New York City,18-64 years,38,25,0,25,48,280
06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,New York City,65 years and over,59,77,0,77,114,718
06/21/2020,06/27/2020,2020,26,06/27/2020,By Week,Week-ending,New York City,All Ages,78,75,,76,130,"1,077"
06/21/2020,06/27/2020,2020,26,06/27/2020,By Week,Week-ending,New York City,0-17 years,,0,0,0,,14
06/21/2020,06/27/2020,2020,26,06/27/2020,By Week,Week-ending,New York City,18-64 years,22,17,,18,36,306
06/21/2020,06/27/2020,2020,26,06/27/2020,By Week,Week-ending,New York City,65 years and over,55,58,0,58,93,757
06/28/2020,07/04/2020,2020,27,07/04/2020,By Week,Week-ending,New York City,All Ages,52,71,0,71,104,977
06/28/2020,07/04/2020,2020,27,07/04/2020,By Week,Week-ending,New York City,0-17 years,,0,0,0,,
06/28/2020,07/04/2020,2020,27,07/04/2020,By Week,Week-ending,New York City,18-64 years,20,17,0,17,30,286
06/28/2020,07/04/2020,2020,27,07/04/2020,By Week,Week-ending,New York City,65 years and over,31,54,0,54,73,685
07/05/2020,07/11/2020,2020,28,07/11/2020,By Week,Week-ending,New York City,All Ages,43,76,,77,103,"1,030"
07/05/2020,07/11/2020,2020,28,07/11/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,12
07/05/2020,07/11/2020,2020,28,07/11/2020,By Week,Week-ending,New York City,18-64 years,15,17,0,17,27,319
07/05/2020,07/11/2020,2020,28,07/11/2020,By Week,Week-ending,New York City,65 years and over,28,59,,60,76,699
07/12/2020,07/18/2020,2020,29,07/18/2020,By Week,Week-ending,New York City,All Ages,53,78,0,78,113,970
07/12/2020,07/18/2020,2020,29,07/18/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,11
07/12/2020,07/18/2020,2020,29,07/18/2020,By Week,Week-ending,New York City,18-64 years,19,20,0,20,34,301
07/12/2020,07/18/2020,2020,29,07/18/2020,By Week,Week-ending,New York City,65 years and over,34,58,0,58,79,658
07/19/2020,07/25/2020,2020,30,07/25/2020,By Week,Week-ending,New York City,All Ages,55,87,0,87,120,"1,041"
07/19/2020,07/25/2020,2020,30,07/25/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,13
07/19/2020,07/25/2020,2020,30,07/25/2020,By Week,Week-ending,New York City,18-64 years,17,20,0,20,32,318
07/19/2020,07/25/2020,2020,30,07/25/2020,By Week,Week-ending,New York City,65 years and over,38,67,0,67,88,710
07/26/2020,08/01/2020,2020,31,08/01/2020,By Week,Week-ending,New York City,All Ages,34,80,,81,101,989
07/26/2020,08/01/2020,2020,31,08/01/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,13
07/26/2020,08/01/2020,2020,31,08/01/2020,By Week,Week-ending,New York City,18-64 years,,15,,16,21,284
07/26/2020,08/01/2020,2020,31,08/01/2020,By Week,Week-ending,New York City,65 years and over,25,65,0,65,80,692
08/02/2020,08/08/2020,2020,32,08/08/2020,By Week,Week-ending,New York City,All Ages,28,69,0,69,89,974
08/02/2020,08/08/2020,2020,32,08/08/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
08/02/2020,08/08/2020,2020,32,08/08/2020,By Week,Week-ending,New York City,18-64 years,,15,0,15,20,280
08/02/2020,08/08/2020,2020,32,08/08/2020,By Week,Week-ending,New York City,65 years and over,22,54,0,54,69,687
08/09/2020,08/15/2020,2020,33,08/15/2020,By Week,Week-ending,New York City,All Ages,32,64,0,64,89,999
08/09/2020,08/15/2020,2020,33,08/15/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,10
08/09/2020,08/15/2020,2020,33,08/15/2020,By Week,Week-ending,New York City,18-64 years,,16,0,16,24,294
08/09/2020,08/15/2020,2020,33,08/15/2020,By Week,Week-ending,New York City,65 years and over,23,48,0,48,65,695
08/16/2020,08/22/2020,2020,34,08/22/2020,By Week,Week-ending,New York City,All Ages,23,67,0,67,81,990
08/16/2020,08/22/2020,2020,34,08/22/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
08/16/2020,08/22/2020,2020,34,08/22/2020,By Week,Week-ending,New York City,18-64 years,,20,0,20,23,252
08/16/2020,08/22/2020,2020,34,08/22/2020,By Week,Week-ending,New York City,65 years and over,15,47,0,47,58,730
08/23/2020,08/29/2020,2020,35,08/29/2020,By Week,Week-ending,New York City,All Ages,21,60,,61,78,991
08/23/2020,08/29/2020,2020,35,08/29/2020,By Week,Week-ending,New York City,0-17 years,0,,0,,,15
08/23/2020,08/29/2020,2020,35,08/29/2020,By Week,Week-ending,New York City,18-64 years,,11,0,11,15,273
08/23/2020,08/29/2020,2020,35,08/29/2020,By Week,Week-ending,New York City,65 years and over,15,48,,49,62,703
08/30/2020,09/05/2020,2020,36,09/05/2020,By Week,Week-ending,New York City,All Ages,26,69,0,69,84,967
08/30/2020,09/05/2020,2020,36,09/05/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,10
08/30/2020,09/05/2020,2020,36,09/05/2020,By Week,Week-ending,New York City,18-64 years,,12,0,12,16,277
08/30/2020,09/05/2020,2020,36,09/05/2020,By Week,Week-ending,New York City,65 years and over,21,57,0,57,68,680
09/06/2020,09/12/2020,2020,37,09/12/2020,By Week,Week-ending,New York City,All Ages,21,78,0,78,92,991
09/06/2020,09/12/2020,2020,37,09/12/2020,By Week,Week-ending,New York City,0-17 years,0,,0,,,10
09/06/2020,09/12/2020,2020,37,09/12/2020,By Week,Week-ending,New York City,18-64 years,,19,0,19,23,309
09/06/2020,09/12/2020,2020,37,09/12/2020,By Week,Week-ending,New York City,65 years and over,13,57,0,57,67,672
09/13/2020,09/19/2020,2020,38,09/19/2020,By Week,Week-ending,New York City,All Ages,27,65,0,65,84,996
09/13/2020,09/19/2020,2020,38,09/19/2020,By Week,Week-ending,New York City,0-17 years,0,,0,,,
09/13/2020,09/19/2020,2020,38,09/19/2020,By Week,Week-ending,New York City,18-64 years,,23,0,23,28,277
09/13/2020,09/19/2020,2020,38,09/19/2020,By Week,Week-ending,New York City,65 years and over,19,41,0,41,55,710
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,New York City,All Ages,21,72,0,72,87,997
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,16
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,New York City,18-64 years,,14,0,14,18,268
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,New York City,65 years and over,17,58,0,58,69,713
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,New York City,All Ages,32,68,0,68,87,964
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,New York City,0-17 years,,,0,,,13
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,New York City,18-64 years,,12,0,12,18,273
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,New York City,65 years and over,22,55,0,55,67,678
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,New York City,All Ages,26,62,,63,83,"1,037"
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,New York City,18-64 years,,11,,12,16,268
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,New York City,65 years and over,22,51,0,51,67,764
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,New York City,All Ages,42,65,,66,92,"1,039"
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,New York City,18-64 years,,14,0,14,19,295
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,New York City,65 years and over,34,51,,52,73,740
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,New York City,All Ages,29,64,,65,86,"1,016"
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,New York City,18-64 years,,13,0,13,16,268
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,New York City,65 years and over,25,51,,52,70,740
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,New York City,All Ages,38,80,0,80,104,"1,059"
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,New York City,0-17 years,0,,0,,,
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,New York City,18-64 years,,20,0,20,27,277
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,New York City,65 years and over,29,59,0,59,76,773
11/01/2020,11/07/2020,2020,45,11/07/2020,By Week,Week-ending,New York City,All Ages,68,113,0,113,148,"1,161"
11/01/2020,11/07/2020,2020,45,11/07/2020,By Week,Week-ending,New York City,0-17 years,,0,0,0,,
11/01/2020,11/07/2020,2020,45,11/07/2020,By Week,Week-ending,New York City,18-64 years,19,30,0,30,40,321
11/01/2020,11/07/2020,2020,45,11/07/2020,By Week,Week-ending,New York City,65 years and over,48,83,0,83,107,831
11/08/2020,11/14/2020,2020,46,11/14/2020,By Week,Week-ending,New York City,All Ages,61,89,0,89,131,"1,095"
11/08/2020,11/14/2020,2020,46,11/14/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
11/08/2020,11/14/2020,2020,46,11/14/2020,By Week,Week-ending,New York City,18-64 years,10,15,0,15,23,277
11/08/2020,11/14/2020,2020,46,11/14/2020,By Week,Week-ending,New York City,65 years and over,51,74,0,74,108,811
11/15/2020,11/21/2020,2020,47,11/21/2020,By Week,Week-ending,New York City,All Ages,63,100,0,100,141,"1,074"
11/15/2020,11/21/2020,2020,47,11/21/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
11/15/2020,11/21/2020,2020,47,11/21/2020,By Week,Week-ending,New York City,18-64 years,14,18,0,18,28,278
11/15/2020,11/21/2020,2020,47,11/21/2020,By Week,Week-ending,New York City,65 years and over,49,82,0,82,113,789
11/22/2020,11/28/2020,2020,48,11/28/2020,By Week,Week-ending,New York City,All Ages,80,96,0,96,144,"1,078"
11/22/2020,11/28/2020,2020,48,11/28/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
11/22/2020,11/28/2020,2020,48,11/28/2020,By Week,Week-ending,New York City,18-64 years,17,21,0,21,30,271
11/22/2020,11/28/2020,2020,48,11/28/2020,By Week,Week-ending,New York City,65 years and over,63,75,0,75,114,799
11/29/2020,12/05/2020,2020,49,12/05/2020,By Week,Week-ending,New York City,All Ages,137,108,0,108,204,"1,151"
11/29/2020,12/05/2020,2020,49,12/05/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
11/29/2020,12/05/2020,2020,49,12/05/2020,By Week,Week-ending,New York City,18-64 years,21,23,0,23,34,303
11/29/2020,12/05/2020,2020,49,12/05/2020,By Week,Week-ending,New York City,65 years and over,116,85,0,85,170,840
12/06/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New York City,All Ages,174,132,,133,249,"1,230"
12/06/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New York City,0-17 years,0,,0,,,
12/06/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New York City,18-64 years,32,15,0,15,43,316
12/06/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New York City,65 years and over,142,116,,117,205,906
12/13/2020,12/19/2020,2020,51,12/19/2020,By Week,Week-ending,New York City,All Ages,227,148,,149,304,"1,329"
12/13/2020,12/19/2020,2020,51,12/19/2020,By Week,Week-ending,New York City,0-17 years,0,,0,,,13
12/13/2020,12/19/2020,2020,51,12/19/2020,By Week,Week-ending,New York City,18-64 years,42,25,0,25,55,338
12/13/2020,12/19/2020,2020,51,12/19/2020,By Week,Week-ending,New York City,65 years and over,185,121,,122,247,978
12/20/2020,12/26/2020,2020,52,12/26/2020,By Week,Week-ending,New York City,All Ages,276,183,0,183,363,"1,464"
12/20/2020,12/26/2020,2020,52,12/26/2020,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,16
12/20/2020,12/26/2020,2020,52,12/26/2020,By Week,Week-ending,New York City,18-64 years,68,41,0,41,89,368
12/20/2020,12/26/2020,2020,52,12/26/2020,By Week,Week-ending,New York City,65 years and over,208,142,0,142,274,"1,080"
12/27/2020,01/02/2021,2020,53,01/02/2021,By Week,Week-ending,New York City,All Ages,310,196,,198,395,"1,424"
12/27/2020,01/02/2021,2020,53,01/02/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,15
12/27/2020,01/02/2021,2020,53,01/02/2021,By Week,Week-ending,New York City,18-64 years,54,39,,40,76,361
12/27/2020,01/02/2021,2020,53,01/02/2021,By Week,Week-ending,New York City,65 years and over,256,157,,158,319,"1,048"
01/03/2021,01/09/2021,2021,1,01/09/2021,By Week,Week-ending,New York City,All Ages,409,240,,242,502,"1,542"
01/03/2021,01/09/2021,2021,1,01/09/2021,By Week,Week-ending,New York City,0-17 years,,0,0,0,,
01/03/2021,01/09/2021,2021,1,01/09/2021,By Week,Week-ending,New York City,18-64 years,61,36,,37,81,383
01/03/2021,01/09/2021,2021,1,01/09/2021,By Week,Week-ending,New York City,65 years and over,347,204,,205,420,"1,151"
01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,New York City,All Ages,425,237,0,237,499,"1,528"
01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,New York City,18-64 years,89,57,0,57,103,371
01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,New York City,65 years and over,336,180,0,180,396,"1,148"
01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New York City,All Ages,503,261,,262,576,"1,587"
01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,11
01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New York City,18-64 years,83,34,,35,93,332
01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New York City,65 years and over,420,227,0,227,483,"1,244"
01/24/2021,01/30/2021,2021,4,01/30/2021,By Week,Week-ending,New York City,All Ages,523,245,,247,591,"1,609"
01/24/2021,01/30/2021,2021,4,01/30/2021,By Week,Week-ending,New York City,0-17 years,,,0,,,11
01/24/2021,01/30/2021,2021,4,01/30/2021,By Week,Week-ending,New York City,18-64 years,109,53,0,53,126,385
01/24/2021,01/30/2021,2021,4,01/30/2021,By Week,Week-ending,New York City,65 years and over,413,191,,193,464,"1,213"
01/31/2021,02/06/2021,2021,5,02/06/2021,By Week,Week-ending,New York City,All Ages,504,243,,245,566,"1,579"
01/31/2021,02/06/2021,2021,5,02/06/2021,By Week,Week-ending,New York City,0-17 years,0,,0,,,10
01/31/2021,02/06/2021,2021,5,02/06/2021,By Week,Week-ending,New York City,18-64 years,100,37,0,37,111,362
01/31/2021,02/06/2021,2021,5,02/06/2021,By Week,Week-ending,New York City,65 years and over,404,205,,207,454,"1,207"
02/07/2021,02/13/2021,2021,6,02/13/2021,By Week,Week-ending,New York City,All Ages,514,247,0,247,579,"1,614"
02/07/2021,02/13/2021,2021,6,02/13/2021,By Week,Week-ending,New York City,0-17 years,,,0,,,
02/07/2021,02/13/2021,2021,6,02/13/2021,By Week,Week-ending,New York City,18-64 years,103,47,0,47,113,375
02/07/2021,02/13/2021,2021,6,02/13/2021,By Week,Week-ending,New York City,65 years and over,410,199,0,199,464,"1,230"
02/14/2021,02/20/2021,2021,7,02/20/2021,By Week,Week-ending,New York City,All Ages,469,269,,270,563,"1,554"
02/14/2021,02/20/2021,2021,7,02/20/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,13
02/14/2021,02/20/2021,2021,7,02/20/2021,By Week,Week-ending,New York City,18-64 years,102,62,0,62,122,382
02/14/2021,02/20/2021,2021,7,02/20/2021,By Week,Week-ending,New York City,65 years and over,367,207,,208,441,"1,159"
02/21/2021,02/27/2021,2021,8,02/27/2021,By Week,Week-ending,New York City,All Ages,465,239,,240,536,"1,531"
02/21/2021,02/27/2021,2021,8,02/27/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,17
02/21/2021,02/27/2021,2021,8,02/27/2021,By Week,Week-ending,New York City,18-64 years,81,41,0,41,95,342
02/21/2021,02/27/2021,2021,8,02/27/2021,By Week,Week-ending,New York City,65 years and over,384,198,,199,441,"1,172"
02/28/2021,03/06/2021,2021,9,03/06/2021,By Week,Week-ending,New York City,All Ages,383,244,0,244,468,"1,446"
02/28/2021,03/06/2021,2021,9,03/06/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,11
02/28/2021,03/06/2021,2021,9,03/06/2021,By Week,Week-ending,New York City,18-64 years,85,48,0,48,101,342
02/28/2021,03/06/2021,2021,9,03/06/2021,By Week,Week-ending,New York City,65 years and over,298,196,0,196,367,"1,093"
03/07/2021,03/13/2021,2021,10,03/13/2021,By Week,Week-ending,New York City,All Ages,406,236,,238,487,"1,416"
03/07/2021,03/13/2021,2021,10,03/13/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,11
03/07/2021,03/13/2021,2021,10,03/13/2021,By Week,Week-ending,New York City,18-64 years,99,61,0,61,122,380
03/07/2021,03/13/2021,2021,10,03/13/2021,By Week,Week-ending,New York City,65 years and over,307,175,,177,365,"1,025"
03/14/2021,03/20/2021,2021,11,03/20/2021,By Week,Week-ending,New York City,All Ages,313,188,0,188,385,"1,390"
03/14/2021,03/20/2021,2021,11,03/20/2021,By Week,Week-ending,New York City,0-17 years,,0,0,0,,
03/14/2021,03/20/2021,2021,11,03/20/2021,By Week,Week-ending,New York City,18-64 years,72,46,0,46,89,342
03/14/2021,03/20/2021,2021,11,03/20/2021,By Week,Week-ending,New York City,65 years and over,240,142,0,142,295,"1,041"
03/21/2021,03/27/2021,2021,12,03/27/2021,By Week,Week-ending,New York City,All Ages,350,208,,209,426,"1,450"
03/21/2021,03/27/2021,2021,12,03/27/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
03/21/2021,03/27/2021,2021,12,03/27/2021,By Week,Week-ending,New York City,18-64 years,91,59,0,59,104,376
03/21/2021,03/27/2021,2021,12,03/27/2021,By Week,Week-ending,New York City,65 years and over,259,149,,150,322,"1,066"
03/28/2021,04/03/2021,2021,13,04/03/2021,By Week,Week-ending,New York City,All Ages,342,208,0,208,406,"1,365"
03/28/2021,04/03/2021,2021,13,04/03/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
03/28/2021,04/03/2021,2021,13,04/03/2021,By Week,Week-ending,New York City,18-64 years,96,53,0,53,113,382
03/28/2021,04/03/2021,2021,13,04/03/2021,By Week,Week-ending,New York City,65 years and over,246,155,0,155,293,974
04/04/2021,04/10/2021,2021,14,04/10/2021,By Week,Week-ending,New York City,All Ages,308,191,0,191,377,"1,327"
04/04/2021,04/10/2021,2021,14,04/10/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,11
04/04/2021,04/10/2021,2021,14,04/10/2021,By Week,Week-ending,New York City,18-64 years,86,48,0,48,98,373
04/04/2021,04/10/2021,2021,14,04/10/2021,By Week,Week-ending,New York City,65 years and over,222,143,0,143,279,943
04/11/2021,04/17/2021,2021,15,04/17/2021,By Week,Week-ending,New York City,All Ages,255,162,,163,320,"1,192"
04/11/2021,04/17/2021,2021,15,04/17/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,10
04/11/2021,04/17/2021,2021,15,04/17/2021,By Week,Week-ending,New York City,18-64 years,60,36,,37,77,317
04/11/2021,04/17/2021,2021,15,04/17/2021,By Week,Week-ending,New York City,65 years and over,195,126,0,126,243,865
04/18/2021,04/24/2021,2021,16,04/24/2021,By Week,Week-ending,New York City,All Ages,237,176,0,176,308,"1,265"
04/18/2021,04/24/2021,2021,16,04/24/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,12
04/18/2021,04/24/2021,2021,16,04/24/2021,By Week,Week-ending,New York City,18-64 years,70,46,0,46,87,364
04/18/2021,04/24/2021,2021,16,04/24/2021,By Week,Week-ending,New York City,65 years and over,167,130,0,130,221,889
04/25/2021,05/01/2021,2021,17,05/01/2021,By Week,Week-ending,New York City,All Ages,192,122,0,122,247,"1,186"
04/25/2021,05/01/2021,2021,17,05/01/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,11
04/25/2021,05/01/2021,2021,17,05/01/2021,By Week,Week-ending,New York City,18-64 years,52,31,0,31,66,346
04/25/2021,05/01/2021,2021,17,05/01/2021,By Week,Week-ending,New York City,65 years and over,140,91,0,91,181,829
05/02/2021,05/08/2021,2021,18,05/08/2021,By Week,Week-ending,New York City,All Ages,173,108,0,108,224,"1,147"
05/02/2021,05/08/2021,2021,18,05/08/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,18
05/02/2021,05/08/2021,2021,18,05/08/2021,By Week,Week-ending,New York City,18-64 years,51,28,0,28,61,306
05/02/2021,05/08/2021,2021,18,05/08/2021,By Week,Week-ending,New York City,65 years and over,122,80,0,80,163,823
05/09/2021,05/15/2021,2021,19,05/15/2021,By Week,Week-ending,New York City,All Ages,144,133,0,133,212,"1,154"
05/09/2021,05/15/2021,2021,19,05/15/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
05/09/2021,05/15/2021,2021,19,05/15/2021,By Week,Week-ending,New York City,18-64 years,35,33,0,33,53,322
05/09/2021,05/15/2021,2021,19,05/15/2021,By Week,Week-ending,New York City,65 years and over,109,100,0,100,159,825
05/16/2021,05/22/2021,2021,20,05/22/2021,By Week,Week-ending,New York City,All Ages,84,94,0,94,144,"1,115"
05/16/2021,05/22/2021,2021,20,05/22/2021,By Week,Week-ending,New York City,0-17 years,0,,0,,,
05/16/2021,05/22/2021,2021,20,05/22/2021,By Week,Week-ending,New York City,18-64 years,22,20,0,20,36,323
05/16/2021,05/22/2021,2021,20,05/22/2021,By Week,Week-ending,New York City,65 years and over,62,73,0,73,107,786
05/23/2021,05/29/2021,2021,21,05/29/2021,By Week,Week-ending,New York City,All Ages,56,74,,75,115,"1,003"
05/23/2021,05/29/2021,2021,21,05/29/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,
05/23/2021,05/29/2021,2021,21,05/29/2021,By Week,Week-ending,New York City,18-64 years,14,18,0,18,28,290
